"Network generated with CoA and NTP coupled reactions replaced with Pantetheine and Pyrophosphate (respectively), and unbalanced FAD/NAD(P)-dependent half reactions included",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,"Delta G cutoff [kJ/mol]",,,,,,,,,,,
"C05328","D-2-Aminohexano-6-lactam",1,1,1,1,1,1,1,1,1,1,1,1
"C05332","Phenethylamine",1,1,1,1,1,1,1,1,1,1,1,1
"C05338","4-Hydroxyphenylacetyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C05340","beta-Alanyl-L-arginine",1,1,1,1,1,1,1,1,1,1,1,1
"C05341","beta-Alanyl-L-lysine",1,1,1,1,1,1,1,1,1,1,1,1
"C05345","beta-D-Fructose 6-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C05350","2-Hydroxy-3-(4-hydroxyphenyl)propenoate",1,1,1,1,1,1,1,1,1,1,1,1
"C05364","4-Carboxy-2-oxo-3-hexenedioate",1,1,1,1,1,1,1,1,1,1,1,1
"C05375","2-Hydroxy-2-hydropyrone-4,6-dicarboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C05376","Biochanin A-beta-D-glucoside",1,0,0,0,0,0,0,0,0,0,0,0
"C05378","beta-D-Fructose 1,6-bisphosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C05379","Oxalosuccinate",1,1,1,1,1,1,1,1,1,1,1,1
"C05380","Nicotinurate",1,1,1,1,0,0,0,0,0,0,0,0
"C05382","Sedoheptulose 7-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C05385","D-Glucuronate 1-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C05396","Lactose 6-phosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C05399","Melibiitol",1,1,1,1,1,1,1,1,1,1,1,0
"C05400","Epimelibiose",1,1,1,1,1,1,1,1,1,1,1,0
"C05401","3-beta-D-Galactosyl-sn-glycerol",1,1,1,1,1,1,1,1,1,1,1,0
"C05402","Melibiose",1,1,1,1,1,1,1,1,1,1,1,0
"C05404","D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose",1,1,1,1,1,1,1,1,1,1,1,0
"C05406","5-Hydroxy-2,4-dioxopentanoate",1,1,1,1,1,1,1,1,1,1,0,0
"C05411","L-Xylonate",1,1,1,1,1,1,1,1,1,1,0,0
"C05412","L-Lyxonate",1,1,1,1,1,1,1,1,1,1,0,0
"C05413","all-trans-Phytoene",1,1,1,1,1,1,1,1,1,1,1,0
"C05421","15-cis-Phytoene",1,1,1,1,1,1,1,1,1,1,1,0
"C05422","Dehydroascorbate",1,1,1,1,1,1,1,1,1,1,0,0
"C05427","Phytyl diphosphate",1,0,0,0,0,0,0,0,0,0,0,0
"C05512","Deoxyinosine",1,1,1,1,1,1,1,1,1,1,1,1
"C05513","Urate-3-ribonucleoside",1,0,0,0,0,0,0,0,0,0,0,0
"C05515","5-Ureido-4-imidazole carboxylate",1,1,1,1,1,1,0,0,0,0,0,0
"C05516","5-Amino-4-imidazole carboxylate",1,1,1,1,1,1,0,0,0,0,0,0
"C05519","L-Allothreonine",1,1,1,1,1,1,1,1,1,1,1,1
"C05526","S-Glutathionyl-L-cysteine",1,0,0,0,0,0,0,0,0,0,0,0
"C05527","3-Sulfinylpyruvate",1,1,1,1,1,1,1,1,1,1,1,1
"C05528","3-Sulfopyruvate",1,1,1,1,1,1,1,1,1,1,1,1
"C05533","Oxaloglutarate",1,1,1,1,1,1,1,1,1,1,0,0
"C05539","N-Acetyl-L-2-amino-6-oxopimelate",1,1,1,1,1,1,1,1,1,1,1,1
"C05548","6-Acetamido-2-oxohexanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C05556","delta-(L-2-Aminoadipyl)-L-cysteinyl-D-valine",1,1,1,1,1,0,0,0,0,0,0,0
"C05560","L-2-Aminoadipate adenylate",1,1,1,1,1,1,1,1,1,1,1,1
"C05565","Hydantoin-5-propionate",1,1,1,1,1,1,1,1,1,1,1,1
"C05568","Imidazole lactate",1,1,1,1,1,1,1,1,1,1,1,1
"C05572","4-Oxoglutaramate",1,1,1,1,1,1,1,1,0,0,0,0
"C05574","3-Aminopentanedioate",1,1,1,1,1,1,1,1,1,1,1,1
"C05575","Hercynine",1,1,1,1,1,1,1,1,1,1,1,1
"C05595","4-Hydroxyphenylacetylglutamic acid",1,1,1,1,1,1,1,1,1,1,1,1
"C05596","p-Hydroxyphenylacetylglycine",1,1,1,1,1,1,1,1,1,1,1,1
"C05598","Phenylacetylglycine",1,1,1,1,1,1,1,1,1,1,1,1
"C05600","2-Hydroxyhepta-2,4-dienedioate",1,1,1,1,1,1,1,1,1,1,1,1
"C05601","4-Hydroxy-2-oxo-heptanedioate",1,1,1,1,1,1,1,1,1,1,1,1
"C05607","Phenyllactate",1,1,1,1,1,1,1,1,1,1,1,1
"C05608","4-Hydroxycinnamyl aldehyde",1,0,0,0,0,0,0,0,0,0,0,0
"C05620","N-Acetyl-D-phenylalanine",1,1,1,1,1,1,1,1,1,1,1,1
"C05627","4-Hydroxystyrene",1,1,1,1,1,1,1,1,1,1,1,1
"C05629","Phenylpropanoate",1,1,1,1,1,1,1,1,1,1,1,0
"C05631","Eriodictyol",1,0,0,0,0,0,0,0,0,0,0,0
"C05636","3-Hydroxykynurenamine",1,1,1,0,0,0,0,0,0,0,0,0
"C05644","3-Methylindolepyruvate",1,1,1,1,1,1,1,1,1,1,1,1
"C05645","4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate",1,1,1,0,0,0,0,0,0,0,0,0
"C05653","Formylanthranilate",1,0,0,0,0,0,0,0,0,0,0,0
"C05662","Homoisocitrate",1,1,1,1,1,1,1,1,1,1,1,1
"C05665","3-Aminopropanal",1,1,1,1,1,0,0,0,0,0,0,0
"C05668","3-Hydroxypropionyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C05670","3-Aminopropiononitrile",1,1,1,1,1,1,1,1,1,1,1,1
"C05672","2-Amino-3-phosphonopropanoate",1,1,1,1,1,1,1,1,1,1,0,0
"C05673","CMP-2-aminoethylphosphonate",1,1,1,1,1,1,1,1,1,1,0,0
"C05682","Phosphonoacetate",1,0,0,0,0,0,0,0,0,0,0,0
"C05711","gamma-Glutamyl-beta-cyanoalanine",1,1,1,1,1,1,1,1,1,1,1,1
"C05714","alpha-Aminopropiononitrile",1,1,1,1,1,1,1,1,1,1,1,1
"C05715","gamma-Amino-gamma-cyanobutanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C05730","Glutathionylspermidine",1,0,0,0,0,0,0,0,0,0,0,0
"C05731","3-Ketosucrose",1,1,1,1,1,1,1,1,1,1,1,1
"C05765","L-Glutamyl 1-phosphate",1,1,1,1,1,1,1,1,1,0,0,0
"C05766","Uroporphyrinogen I",1,1,1,1,1,1,1,1,1,1,1,0
"C05768","Coproporphyrinogen I",1,1,1,1,1,1,1,1,1,1,1,0
"C05772","Precorrin 3A",1,1,1,1,1,1,1,1,1,1,1,0
"C05778","Sirohydrochlorin",1,1,1,1,1,1,1,1,1,1,1,0
"C05809","3-Octaprenyl-4-hydroxybenzoate",1,1,1,1,1,1,1,1,1,1,1,0
"C05810","2-Octaprenylphenol",1,1,1,1,1,1,1,1,1,1,1,0
"C05817","(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C05821","Enterochelin",1,1,1,1,1,1,1,1,1,1,1,1
"C05822","3'-CMP",1,1,1,1,1,1,1,1,1,0,0,0
"C05823","3-Mercaptolactate",1,1,1,1,1,1,1,1,1,1,1,1
"C05824","S-Sulfo-L-cysteine",1,1,1,1,1,1,1,1,1,1,1,1
"C05825","2-Amino-5-oxohexanoate",1,1,1,1,1,1,1,1,0,0,0,0
"C05829","N-Carbamyl-L-glutamate",1,1,1,1,1,1,1,1,1,1,1,1
"C05830","8-Methoxykynurenate",1,1,1,0,0,0,0,0,0,0,0,0
"C05831","3-Methoxyanthranilate",1,1,1,1,1,1,1,1,1,1,1,1
"C05837","Glucobrassicin",1,1,1,1,1,1,1,1,1,1,0,0
"C05840","Iminoaspartate",1,1,1,0,0,0,0,0,0,0,0,0
"C05841","Nicotinate D-ribonucleoside",1,1,1,1,0,0,0,0,0,0,0,0
"C05853","Phenylethyl alcohol",1,1,1,1,1,1,1,1,1,1,1,1
"C05855","4-Hydroxycinnamyl alcohol 4-D-glucoside",1,0,0,0,0,0,0,0,0,0,0,0
"C05892","UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine",1,1,1,1,1,1,1,1,1,1,0,0
"C05893","Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine",1,1,1,1,1,1,1,1,1,1,0,0
"C05894","Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine",1,1,1,1,1,1,1,1,1,1,0,0
"C05897","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",1,1,1,1,1,1,1,1,1,1,0,0
"C05898","Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",1,1,1,1,1,1,1,1,1,1,0,0
"C05907","Luteoforol",1,0,0,0,0,0,0,0,0,0,0,0
"C05922","Formamidopyrimidine nucleoside triphosphate",1,0,0,0,0,0,0,0,0,0,0,0
"C05923","2,5-Diaminopyrimidine nucleoside triphosphate",1,0,0,0,0,0,0,0,0,0,0,0
"C05925","Dihydroneopterin phosphate",1,1,1,1,1,1,0,0,0,0,0,0
"C05928","(6R)-10-Formyltetrahydropteroyldiglutamate",1,1,1,1,1,1,0,0,0,0,0,0
"C05931","N-Succinyl-L-glutamate",1,1,1,1,1,1,1,1,1,1,1,1
"C05932","N-Succinyl-L-glutamate 5-semialdehyde",1,1,1,1,1,1,1,1,1,1,1,1
"C05936","N4-Acetylaminobutanal",1,1,1,1,0,0,0,0,0,0,0,0
"C05938","L-4-Hydroxyglutamate semialdehyde",1,1,1,1,1,1,1,1,1,1,1,1
"C05939","Linatine",1,1,1,1,1,1,1,1,1,1,1,1
"C05941","2-Oxo-4-hydroxy-5-aminovalerate",1,1,1,1,1,1,1,1,1,1,1,1
"C05942","Pyrrole-2-carboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C05945","L-Arginine phosphate",1,1,1,1,1,1,1,1,1,0,0,0
"C05946","(4R)-4-Hydroxy-2-oxoglutarate",1,1,1,1,1,1,1,1,1,1,1,1
"C05947","L-erythro-4-Hydroxyglutamate",1,1,1,1,1,1,1,1,1,1,1,1
"C05979","Propane-1-ol",1,1,1,1,1,1,1,1,1,1,1,1
"C05983","Propionyladenylate",1,1,1,1,1,1,1,1,1,1,1,1
"C05984","2-Hydroxybutanoic acid",1,1,1,1,1,1,1,1,1,1,1,1
"C05985","2-Propynal",1,1,1,1,0,0,0,0,0,0,0,0
"C05989","3-Oxopropionyl-CoA",1,0,0,0,0,0,0,0,0,0,0,0
"C05993","Acetyl adenylate",1,1,1,1,1,1,1,1,1,1,1,1
"C05998","3-Hydroxyisovaleryl-CoA",1,1,1,1,1,1,1,1,1,1,1,0
"C05999","Lactaldehyde",1,1,1,1,1,1,1,1,1,1,1,1
"C06000","(S)-3-Hydroxyisobutyryl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C06001","(S)-3-Hydroxyisobutyrate",1,1,1,1,1,1,1,1,1,0,0,0
"C06002","(S)-Methylmalonate semialdehyde",1,1,1,1,1,1,1,1,1,0,0,0
"C06006","(S)-2-Aceto-2-hydroxybutanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C06007","(R)-2,3-Dihydroxy-3-methylpentanoate",1,0,0,0,0,0,0,0,0,0,0,0
"C06010","(S)-2-Acetolactate",1,1,1,1,1,1,1,1,1,1,1,1
"C06011","Benzenamine sulfate",1,1,1,1,1,1,1,1,1,1,0,0
"C06017","dTDP-D-glucuronate",1,0,0,0,0,0,0,0,0,0,0,0
"C06018","dTDP-4-acetamido-4,6-dideoxy-D-glucose",1,1,1,1,1,1,0,0,0,0,0,0
"C06019","D-arabino-Hex-3-ulose 6-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C06027","L-erythro-3-Methylmalyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C06028","2-Methylfumaryl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C06029","L-threo-3-Methylmalate",1,1,1,1,1,1,1,1,1,1,1,1
"C06030","Methyloxaloacetate",1,1,1,1,1,1,1,1,1,1,1,1
"C06031","D-threo-3-Methylmalate",1,1,1,1,1,1,1,1,1,1,1,1
"C06032","D-erythro-3-Methylmalate",1,1,1,1,1,1,1,1,1,1,1,1
"C06033","Parapyruvate",1,1,1,1,1,1,1,1,1,1,1,1
"C06034","4-Hydroxy-4-methylglutamate",1,1,1,1,1,1,1,1,1,1,1,1
"C06035","4-Methylene-2-oxoglutarate",1,1,1,1,1,1,1,1,1,1,1,1
"C06044","4-Hydroxyphenylethanol",1,1,1,1,1,1,1,1,1,1,1,1
"C06046","Salidroside",1,1,1,1,1,1,1,1,1,1,0,0
"C06050","2-Methyl-3-hydroxy-5-formylpyridine-4-carboxylate",1,0,0,0,0,0,0,0,0,0,0,0
"C06054","2-Oxo-3-hydroxy-4-phosphobutanoate",1,1,1,1,1,1,1,1,1,1,0,0
"C06055","O-Phospho-4-hydroxy-L-threonine",1,1,1,1,1,1,1,1,1,1,0,0
"C06056","4-Hydroxy-L-threonine",1,1,1,1,1,1,1,1,1,1,0,0
"C06057","3-Aminopropane-1,2-diol",1,1,1,1,1,1,1,1,1,1,0,0
"C06074","Myrcene",1,1,1,1,1,1,1,1,1,1,1,0
"C06075","Terpinolene",1,1,1,1,1,1,1,1,1,1,1,0
"C06076","Comphene",1,1,1,1,1,1,1,1,1,1,1,0
"C06083","Tetrahymanol",1,0,0,0,0,0,0,0,0,0,0,0
"C06086","Pimaradiene",1,1,1,1,1,1,1,1,1,1,1,0
"C06089","ent-Copalyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C06090","ent-Kaurene",1,1,1,1,1,1,1,1,1,1,1,0
"C06099","d-Limonene",1,1,1,1,1,1,1,1,1,1,1,0
"C06102","Adipate semialdehyde",1,0,0,0,0,0,0,0,0,0,0,0
"C06103","6-Hydroxyhexanoic acid",1,0,0,0,0,0,0,0,0,0,0,0
"C06104","Adipate",1,1,1,1,1,1,1,1,1,1,1,0
"C06105","Cyclohexane-1,2-dione",1,0,0,0,0,0,0,0,0,0,0,0
"C06111","Nerolidyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C06114","gamma-Glutamyl-beta-aminopropiononitrile",1,1,1,1,1,1,1,1,1,1,1,1
"C06118","4-(4-Deoxy-alpha-D-gluc-4-enuronosyl)-D-galacturonate",1,1,1,0,0,0,0,0,0,0,0,0
"C06121","3-Ketosphingosine",1,1,1,1,1,1,1,1,0,0,0,0
"C06123","Hexadecenal",1,1,1,1,1,1,1,1,0,0,0,0
"C06124","Sphingosine 1-phosphate",1,1,1,1,1,1,1,1,0,0,0,0
"C06142","1-Butanol",1,1,1,1,1,1,1,1,1,1,0,0
"C06144","3-Butynoate",1,1,1,1,1,1,1,1,1,1,1,0
"C06145","3-Butyn-1-al",1,1,1,1,1,1,1,1,1,1,1,0
"C06148","2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine",1,0,0,0,0,0,0,0,0,0,0,0
"C06149","6-(3'-Triphosphoryl-1'-methylglyceryl)-7-methyl-7,8-dihydrobiopterin",1,0,0,0,0,0,0,0,0,0,0,0
"C06153","scyllo-Inositol",1,1,1,1,1,1,1,1,1,1,1,0
"C06156","alpha-D-Glucosamine 1-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C06159","2-Dehydro-3-deoxy-D-fuconate",1,1,1,1,1,1,1,1,1,1,1,1
"C06189","Cyclic 2,3-bisphospho-D-glycerate",1,1,1,1,1,1,1,1,1,1,1,1
"C06192","ADP-mannose",1,1,1,1,1,1,0,0,0,0,0,0
"C06193","Guanosine 3'-phosphate",1,1,1,1,1,1,0,0,0,0,0,0
"C06194","2',3'-Cyclic GMP",1,1,1,1,1,0,0,0,0,0,0,0
"C06195","Imidazolone",1,1,1,1,1,1,0,0,0,0,0,0
"C06197","P1,P3-Bis(5'-adenosyl) triphosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C06198","P1,P4-Bis(5'-uridyl) tetraphosphate",1,1,1,1,0,0,0,0,0,0,0,0
"C06199","Hordenine",1,1,1,1,1,1,1,1,1,1,1,1
"C06201","2,4-Dihydroxyhept-2-enedioate",1,1,1,1,1,1,1,1,1,1,1,1
"C06202","Salicylaldehyde",1,1,1,1,1,0,0,0,0,0,0,0
"C06203","trans-o-Hydroxybenzylidenepyruvate",1,1,1,1,1,0,0,0,0,0,0,0
"C06204","2-Hydroxychromene-2-carboxylate",1,0,0,0,0,0,0,0,0,0,0,0
"C06206","Benzoyl phosphate",1,1,1,1,1,1,0,0,0,0,0,0
"C06210","2-Hydroxy-6-keto-2,4-heptadienoate",1,1,1,0,0,0,0,0,0,0,0,0
"C06213","N-Methyltryptamine",1,1,1,1,1,1,1,1,1,1,1,1
"C06216","Celloheptaose",1,1,1,1,1,1,1,1,1,1,1,0
"C06217","Cellohexaose",1,1,1,1,1,1,1,1,1,1,1,0
"C06218","Cellopentaose",1,1,1,1,1,1,1,1,1,1,1,0
"C06219","Cellotriose",1,1,1,1,1,1,1,1,1,1,1,0
"C06222","Sedoheptulose 1-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C06224","3,4-Dihydroxystyrene",1,1,1,1,1,0,0,0,0,0,0,0
"C06231","Ectoine",1,1,1,1,1,1,1,1,1,1,1,1
"C06234","4-Methyl-L-glutamate",1,1,1,1,1,1,1,1,1,1,1,1
"C06240","UDP-N-acetyl-D-mannosaminouronate",1,1,1,1,1,1,1,1,1,1,0,0
"C06241","N-Acetylneuraminate 9-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C06244","Acetamide",1,1,1,1,1,1,1,1,0,0,0,0
"C06304","(+)-Comphene",1,1,1,1,1,1,1,1,1,1,1,0
"C06305","(-)-Comphene",1,1,1,1,1,1,1,1,1,1,1,0
"C06306","(+)-alpha-Pinene",1,1,1,1,1,1,1,1,1,1,1,0
"C06307","(-)-beta-Pinene",1,1,1,1,1,1,1,1,1,1,1,0
"C06308","(-)-alpha-Pinene",1,1,1,1,1,1,1,1,1,1,1,0
"C06309","Diplopterol",1,0,0,0,0,0,0,0,0,0,0,0
"C06310","Diploptene",1,0,0,0,0,0,0,0,0,0,0,0
"C06311","Galactitol 1-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C06312","L-Tagatose 6-phosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C06313","Biopterin",1,0,0,0,0,0,0,0,0,0,0,0
"C06318","(3S,4R)-3,4-Dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate",1,0,0,0,0,0,0,0,0,0,0,0
"C06321","(1R,6S)-1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate",1,1,1,0,0,0,0,0,0,0,0,0
"C06322","Cyclohexa-1,5-diene-1-carbonyl-CoA",1,0,0,0,0,0,0,0,0,0,0,0
"C06337","Terephthalate",1,1,1,1,1,1,1,1,1,1,1,1
"C06352","4-O-Methyl-myo-inositol",1,1,1,1,1,1,1,1,1,1,1,1
"C06355","2,3',4,6-Tetrahydroxybenzophenone",1,1,1,1,1,1,1,1,1,1,1,1
"C06356","2,4,6-Trihydroxybenzophenone",1,1,1,1,1,1,1,1,1,1,1,1
"C06358","Methyl cinnamate",1,1,1,1,1,1,1,1,1,1,0,0
"C06359","Ethyl cinnamate",1,1,1,1,1,1,1,1,1,1,0,0
"C06360","Propyl cinnamate",1,1,1,1,1,1,1,1,1,1,0,0
"C06366","sym-Homospermidine",1,1,1,1,1,1,1,1,1,1,1,1
"C06371","Lacto-N-tetraose",1,1,1,1,1,1,1,1,1,1,1,0
"C06372","Lacto-N-biose",1,1,1,1,1,1,1,1,1,1,1,0
"C06376","N-Acetyl-D-galactosamine 6-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C06377","D-Galactosamine 6-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C06393","2,3-Diaminopropanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C06394","delta-Cadinene",1,1,1,1,1,1,1,1,1,1,1,0
"C06397","ADP-D-glycero-beta-D-manno-heptose",1,1,1,1,1,1,1,1,1,1,1,1
"C06398","ADP-L-glycero-beta-D-manno-heptose",1,1,1,1,1,1,1,1,1,1,1,1
"C06425","Icosanoic acid",1,0,0,0,0,0,0,0,0,0,0,0
"C06430","D-Galacturonolactone",1,1,1,1,1,1,0,0,0,0,0,0
"C06432","UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanine",1,1,1,1,1,1,1,1,1,1,0,0
"C06433","5'-Benzoylphosphoadenosine",1,1,1,1,1,1,1,1,1,1,1,1
"C06435","5'-Butyrylphosphoinosine",1,1,1,1,1,1,1,1,1,1,1,1
"C06440","2-Dehydro-D-glucono-1,5-lactone",1,1,1,1,1,1,1,1,1,0,0,0
"C06441","L-Xylulose 1-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C06442","N(gamma)-Acetyldiaminobutyrate",1,1,1,1,1,1,1,1,1,1,1,1
"C06451","2-Hydroxyethylphosphonate",1,1,1,1,1,1,1,1,1,1,0,0
"C06468","D-Psicose",1,1,1,1,1,1,1,1,1,1,1,1
"C06473","2-Keto-D-gluconic acid",1,1,1,1,1,1,1,1,1,1,1,1
"C06548","Ethylene oxide",1,1,1,1,1,1,1,1,1,1,1,1
"C06554","Cyanuric acid",1,1,1,1,1,1,1,1,1,1,1,1
"C06555","Biuret",1,1,1,1,1,1,1,1,1,1,1,1
"C06561","Naringenin chalcone",1,1,1,1,1,1,1,1,1,1,1,1
"C06563","Genistein",1,0,0,0,0,0,0,0,0,0,0,0
"C06593","epsilon-Caprolactam",1,0,0,0,0,0,0,0,0,0,0,0
"C06603","cis,cis-4-Hydroxymuconic semialdehyde",1,0,0,0,0,0,0,0,0,0,0,0
"C06620","dTDP-3,4-dioxo-2,6-dideoxy-D-glucose",1,1,1,1,1,1,0,0,0,0,0,0
"C06622","dTDP-4-oxo-2,6-dideoxy-L-glucose",1,1,1,1,1,1,0,0,0,0,0,0
"C06625","Malonamoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C06655","L-N2-(2-Carboxyethyl)arginine",1,1,1,1,1,1,1,1,1,1,1,1
"C06656","Deoxyguanidinoproclavaminic acid",1,1,1,1,1,1,1,1,1,1,1,1
"C06672","Vanillate",1,1,1,1,1,1,0,0,0,0,0,0
"C06675","3-Sulfomuconate",1,0,0,0,0,0,0,0,0,0,0,0
"C06676","4-Sulfolactone",1,0,0,0,0,0,0,0,0,0,0,0
"C06680","4-Hydroxyphthalate",1,1,1,1,1,1,1,1,1,1,1,1
"C06701","Phosphonic acid",1,1,1,1,1,1,1,1,1,1,1,1
"C06714","3-Hydroxypimeloyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C06715","3-Oxopimeloyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C06719","Dihydrophloroglucinol",1,0,0,0,0,0,0,0,0,0,0,0
"C06723","6-Carboxyhex-2-enoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C06735","Aminoacetaldehyde",1,0,0,0,0,0,0,0,0,0,0,0
"C06746","N-(2-Phenylethyl)-acetamide",1,1,1,1,1,1,1,1,1,1,1,1
"C06749","6-Hydroxycyclohex-1-ene-1-carbonyl-CoA",1,0,0,0,0,0,0,0,0,0,0,0
"C06760","2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde",1,1,1,1,1,1,0,0,0,0,0,0
"C06761","(4E)-2-Oxohexenoic acid",1,1,1,1,1,1,1,1,1,1,1,1
"C06762","4-Hydroxy-2-oxohexanoic acid",1,1,1,1,1,1,1,1,1,1,1,1
"C06771","Triethanolamine",1,1,1,1,1,1,1,1,0,0,0,0
"C06772","Diethanolamine",1,1,1,1,1,1,1,1,0,0,0,0
"C06813","Nitrobenzene",1,0,0,0,0,0,0,0,0,0,0,0
"C06876","Nitrosobenzene",1,0,0,0,0,0,0,0,0,0,0,0
"C06891","D-2,3-Diketo 4-deoxy-epi-inositol",1,1,1,1,1,1,1,1,1,1,1,0
"C06892","2-Deoxy-5-keto-D-gluconic acid",1,1,1,1,1,1,1,1,1,1,1,1
"C06893","2-Deoxy-5-keto-D-gluconic acid 6-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C06986","Spirodilactone",1,0,0,0,0,0,0,0,0,0,0,0
"C07024","3'-Keto-3'-deoxy-ATP",1,1,1,1,1,1,1,1,1,1,1,0
"C07086","Phenylacetic acid",1,1,1,1,1,1,1,1,1,1,1,1
"C07087","2-Hydroxy-6-oxoocta-2,4,7-trienoate",1,1,1,0,0,0,0,0,0,0,0,0
"C07113","Acetophenone",1,1,1,1,1,1,1,1,0,0,0,0
"C07114","3-Oxo-3-phenylpropanoate",1,1,1,1,1,1,1,1,0,0,0,0
"C07118","Benzoyl acetyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C07123","2-Hydroxy-6-oxo-octa-2,4-dienoate",1,1,1,0,0,0,0,0,0,0,0,0
"C07130","Theophylline",1,1,1,1,1,1,0,0,0,0,0,0
"C07272","Maleimide",1,1,1,1,1,1,1,1,0,0,0,0
"C07277","dTDP-D-fucose",1,0,0,0,0,0,0,0,0,0,0,0
"C07301","(R)-Mandelamide",1,1,1,1,1,1,1,1,0,0,0,0
"C07303","4-Hydroxy-3-methoxyphenyl-beta-hydroxypropanoyl-CoA",1,1,1,1,1,0,0,0,0,0,0,0
"C07331","Carbonyl sulfide",1,1,1,1,1,1,1,1,1,1,1,1
"C07335","2-Amino-3-oxo-4-phosphonooxybutyrate",1,1,1,1,1,1,1,1,1,1,0,0
"C07350","Phlorisovalerophenone",1,1,1,1,1,1,1,1,1,1,1,0
"C07478","2-Hydroxy-5-methyl-cis,cis-muconate",1,1,1,1,1,1,1,1,1,1,0,0
"C07479","2-Oxo-5-methyl-cis-muconate",1,1,1,1,1,1,1,1,1,1,0,0
"C07480","Theobromine",1,1,1,1,1,1,0,0,0,0,0,0
"C07481","Caffeine",1,1,1,1,1,1,0,0,0,0,0,0
"C07565","Acetanilide",1,0,0,0,0,0,0,0,0,0,0,0
"C07731","2-Hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate",1,1,1,0,0,0,0,0,0,0,0,0
"C07734","2-Hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate",1,1,1,1,1,1,1,1,1,1,0,0
"C07836","D-glycero-beta-D-manno-Heptose 7-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C07838","D-glycero-beta-D-manno-Heptose 1-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C08062","2-Hydroxy-6-oxo-(2'-aminophenyl)-hexa-2,4-dienoate",1,1,1,0,0,0,0,0,0,0,0,0
"C08242","Lychnose",1,1,1,1,1,1,1,1,1,1,1,0
"C08325","Amygdalin",1,1,1,1,1,1,1,1,0,0,0,0
"C08650","Isoliquiritigenin",1,0,0,0,0,0,0,0,0,0,0,0
